name,capacity_mw,latitude,longitude,primary_fuel
Carno 'A' Wind Farm,16.8,52.5423,-3.5792,Wind
Carno 'A'and 'B' Wind Farm  (Extension),15.6,52.5423,-3.5792,Wind
Carnoch,1.35,56.6868,-5.5073,Hydro
Carousel Dairy AD Plant (Farm AD),1.5,51.2184,-1.1299,Biomass
Carr Farm (Farm AD),1.0,53.7485,-2.9288,Biomass
Carraig Gheal,46.0,56.3390,-5.2945,Wind
Carrington,900.0,53.4366,-2.4077,Gas
Carrington Farm AD,3.0,53.0709,-0.0531,Biomass
Carscreugh Renewable Energy Park,15.3,54.8591,-4.7280,Wind
Carsfad,12.0,54.9410,-3.9278,Hydro
Carsington,8.2,53.0845,-1.6336,Wind
Carver Hay  moss lane,2.5,53.7066,-2.7814,Solar
Cashlie,11.0,56.5431,-4.4651,Hydro
Cassington AD (Waste AD),2.1,51.7996,-1.3303,Biomass
Cassley,10.0,57.9768,-4.5832,Hydro
Castle Combe,15.32736,51.4936,-2.2174,Solar
Castle Eaton Farm,17.8,51.6491,-1.7907,Solar
Castle Pill - Repowering,3.2,51.7200,-5.0128,Wind
Castle of Auchry Farm,2.4,57.2828,-2.4477,Wind
Castlecraig,25.0,54.6309,-7.5872,Wind
Castleford,56.0,53.7259,-1.3626,Gas
Caswell Farm Solar Park,6.7,50.8878,-2.5962,Solar
Cathkin Braes,3.0,55.7971,-4.2153,Wind
Caton Moor Windfarm Repowering,16.0,54.0698,-2.6540,Wind
Cattlegate Farm Biogas (Farm AD),1.5,51.6960,-0.1116,Biomass
Causeymire,48.3,58.4435,-3.0854,Wind
Causilgey Solar Farm,5.0,50.2863,-5.1209,Solar
Ceannacroc,20.0,57.1582,-4.9317,Hydro
Cefn Betingau Farm,9.0,51.7942,-3.9437,Solar
Cefn Croes,59.0,52.4050,-3.7507,Wind
Celcon Blocks Ltd,2.0,53.6770,-1.0841,Wind
Cemmaes,15.3,52.6579,-3.6721,Wind
Cemmaes 'C' Wind Farm,15.3,52.6399,-3.6743,Wind
Chalcroft Solar Park,6.3,50.9494,-1.3079,Solar
Chalgrove Solar,21.34044,51.6705,-1.0597,Solar
Chamber 16 (Cold Store),1.2,52.7398,0.4204,Solar
Chancery Farm (Ardleigh),11.9,51.9104,0.9938,Solar
Chaorach Hydro,2.0,56.3944,-4.4925,Hydro
Chapel Farm,5.0,51.6130,-1.8167,Solar
Chapel Farm Landfill,3.0,51.6159,-1.8093,Waste
Chapel Hill,8.0,51.6423,-4.9484,Solar
Chapel Lane Parley Solar Farm Phase 1,20.0,50.7918,-1.8612,Solar
Chapel Lane Parley Solar Farm Phase 2,36.0,50.7959,-1.8563,Solar
Chapel Lane Parley Solar Farm Phase 3,4.0,50.8032,-1.8644,Solar
Chapman's Well,1.0,54.8518,-1.7320,Waste
Chard Solar Park,3.0,50.8859,-2.9434,Solar
Charity Farm - CfD,14.402485,52.8244,-2.8096,Solar
Charlesfield Biomass CHP Plant,10.0,55.5605,-2.6533,Biomass
Charlton Lane Eco Park (Waste AD),1.7,51.4045,-0.4407,Biomass
Chawton Farm Solar Farm,3.2,50.7350,-1.3020,Solar
Chediston Hall Solar Park,12.3,52.3522,1.4737,Solar
Chelker Reservoir,1.3,53.9624,-1.9142,Wind
Chelker Reservoir (Retention of Turbines),1.2,53.9624,-1.9142,Wind
Chelson Meadow 2,1.4,50.3709,-4.1161,Waste
Chelson Meadow Gas to Energy Scheme,1.8,50.3709,-4.1161,Waste
Chelveston Airfield,16.0,52.3027,-0.5253,Solar
Chelveston Airfield - extension,3.5,52.3021,-0.5196,Solar
Chelveston II,22.1,52.3050,-0.5300,Solar
Chelveston Renewable Energy Park - Solar Extension,19.5,52.3041,-0.5286,Solar
Chelveston Renewable Energy Park Wind Farm (Bedford),10.0,52.3076,-0.5373,Wind
Chelveston Renewable Energy Park Wind Farm (East Northamptonshire),12.5,52.3012,-0.5366,Wind
Chelwood Solar Farm,5.0,51.3484,-2.5157,Solar
Chelworth Industrial Estate Solar Park,1.0,51.6276,-1.8876,Solar
Cherry Tree Farm,5.0,53.2373,-1.3425,Solar
Chester Energy (East Woolley Farm),5.0,50.9235,-4.4863,Solar
Chickerell,45.0,50.6114,-2.4533,Oil
Chilton Cantelo Solar Park,4.997,50.9945,-2.6027,Solar
Chilton Energy Plant,18.0,54.6680,-1.5666,Biomass
Chineham ERF,8.0,51.2920,-1.0377,Waste
Chiplow,8.2,52.8569,0.6908,Wind
Chippenham,10.0,51.4600,-2.1247,Gas
Chisbon,10.1,51.8285,1.1847,Solar
Chisbon Solar Farm (Frowick Lane),13.0,51.8219,1.0873,Solar
Chittering,4.9934,52.3152,0.2177,Solar
Chittering Solar Farm,5.0,52.3181,0.2211,Solar
Chonais Hydro,2.0,57.4917,-5.2603,Hydro
Christchurch Energy,18.0,50.7555,-1.7502,Solar
Church Farm - Slapton,4.9848,51.8718,-0.6326,Solar
Church Hill,16.0,54.6540,-7.7128,Wind
Chynoweth Farm,2.9,50.3045,-5.0815,Solar
Cia Aig,3.0,56.9537,-5.0076,Hydro
Clachan,40.0,56.3000,-5.5833,Hydro
Clachan Flats,15.03,56.2881,-4.9429,Wind
Clann Solar Farm,1.4,50.4408,-4.7776,Solar
Clapham solar farm,7.5,52.1767,-0.4844,Solar
Clapton Farm Solar Park,5.0,51.0567,-2.3472,Solar
Claredown Farm,20.0,52.0707,0.6078,Storage
Clashindarroch,36.9,57.3665,-2.8661,Wind
Clawdd Ddu,13.521,51.7708,-4.0380,Solar
Clayhill Farm,10.0,51.9874,-0.4818,Solar
Claypit Moor Solar Farm (Lexham),7.9,52.7450,0.7758,Solar
Clearwell Farm - solar,2.0,51.5617,-3.0894,Solar
Cleator,10.0,54.5034,-3.5293,Storage
Cleave Farm,4.56435,51.0039,-4.1408,Solar
Clentrie Wind Farm (Gevens),6.9,56.1177,-3.2526,Wind
Cleveland Potash,6.0,54.5561,-0.8216,Storage
Clifton Hall,1.0,53.5207,-2.3146,Waste
Clifton Marsh Energy,3.3,53.7520,-2.8037,Waste
Clifton Marsh Wastewater Treatment Works,1.3,53.7511,-2.8259,Solar
Clifton Marsh Wastewater Treatment Works,3.2,53.7497,-2.8319,Solar
Clochnahill Wind Farm,5.2,56.9335,-2.2906,Wind
Clondermot Turbines,4.6,54.9679,-7.3129,Wind
Cloonty Wind Farm,12.0,55.1185,-6.3958,Wind
Clunie,61.2,57.5500,-2.6167,Hydro
Clyde Wind Farm,350.0,55.4416,-3.5427,Wind
Clyde Wind Farm Extension (Clyde 2),172.8,55.5041,-3.5479,Wind
Cnoc Donn Arnicle,15.0,55.5800,-5.5681,Wind
Coal Clough RP,16.0,53.7497,-2.1500,Wind
Coal Clough Wind Farm,9.6,53.7497,-2.1500,Wind
Cobbs Cross Solar Park,5.0,51.1124,-3.0371,Solar
Cockett Valley,4.0,51.6370,-4.0130,Solar
Cockhill Solar Farm,20.0,51.3315,-2.2240,Solar
Codford Biogas (Waste AD),1.5,51.1725,-2.0152,Biomass
Coire Na Cloiche Wind Farm,29.9,57.7696,-4.3732,Wind
Colchester STW,1.2,51.8759,0.9331,Waste
Cold Harbour,5.0,54.1698,-1.3156,Solar
Cold Northcott,6.6,50.6455,-4.5467,Wind
Coldham,16.0,52.6030,0.1149,Wind
Coldham,16.0,52.5972,0.0951,Wind
Coleshill STW (Waste AD),2.4,52.5190,-1.7116,Biomass
Collacott Farm,4.5,51.0534,-4.1253,Solar
Colnbrook Landfill,1.9,51.4890,-0.5280,Waste
Colpmans Farm,5.0,52.4056,-0.5611,Solar
Colsterworth Landfill Gas Project,2.6,52.8087,-0.6589,Waste
Coltishall 1,33.682,52.7551,1.3569,Solar
Colwick Industrial Estate (Farm and Food waste),2.0,52.9523,-1.0578,Biomass
Combermere Abbey,14.0,52.9994,-2.5962,Solar
Common Barn Wind Farm,6.2,52.2773,-0.2877,Wind
Common Farm,4.99,51.5353,-1.8036,Solar
Compton Bassett Landfill,2.0,51.4380,-1.9726,Waste
Condover (Green Farm),10.2,52.6569,-2.7298,Solar
Condover Airfield,12.3,52.6327,-2.7301,Solar
Congresbury Solar Farm,7.1,51.3501,-2.8246,Solar
Connahs Quay,1380.0,53.2317,-3.0815,Gas
Connaught Road,1.7,54.7661,-6.3071,Wind
Connon Bridge Landfill,1.0,50.4353,-4.5487,Waste
Connon Bridge Landfill Gas Project,5.2,50.4344,-4.5500,Waste
Coolkeeragh,408.0,55.0437,-7.2487,Gas
Coolkeeragh OCGT,53.0,55.0437,-7.2487,Gas
Coombe Farm,8.0,50.6582,-3.3934,Solar
Coombeshead Solar Farm,8.0,50.3860,-3.7664,Solar
Cooper House Farm,5.0,53.7664,-2.8762,Solar
Copley Farm,30.0,53.0222,-0.7353,Solar
Corby,401.0,52.5104,-0.6814,Gas
Corby Knowe,5.0,54.7902,-6.1778,Wind
Corkey,5.0,55.0436,-6.2873,Wind
Corkey Wind Farm Extension (Resubmission),2.5,55.0445,-6.2797,Wind
Corntown Farm,3.4,51.4796,-3.5305,Solar
Cornwall ERC,20.0,50.3725,-4.8894,Waste
Corriegarth,69.0,57.1901,-4.3596,Wind
Corriemoillie,47.5,57.6687,-4.7730,Wind
Coryton,800.0,51.5119,0.5079,Gas
Costessey Landfill Gas Project 2,2.0,52.6514,1.1940,Waste
Cotesbach Landfill Gas Project,2.3,52.4227,-1.2114,Waste
Cotgrave,4.9833,52.9180,-1.0500,Solar
Coton Park Solar Farm,2.7,52.7585,-1.5977,Solar
Cottam,2008.0,53.3040,-0.7815,Coal
Cottam Development Centre,395.0,53.3051,-0.7858,Gas
Cotton Farm,16.4,52.2615,-0.1952,Wind
Cottonmount Quarry,3.2,54.6820,-6.0171,Waste
Cour Wind Farm,20.5,55.6807,-5.4849,Wind
Coursers Farm AD Plant (Waste AD),3.0,51.7267,-0.2575,Biomass
Court Colman solar park,15.0,51.5227,-3.6187,Solar
Court Farm (Resubmission),8.5,51.6011,-2.8787,Solar
Courtstone Wind Turbine,2.3,57.3920,-2.2610,Wind
Coventry,4.5,52.3962,-1.4915,Waste
Cowdown Lane,40.0,51.1961,-1.4601,Solar
Cowes,140.0,50.7469,-1.2862,Gas
Cowie Biomass Facility,15.0,56.0769,-3.8639,Biomass
Cradley Heath,1.1,52.4686,-2.0820,Biomass
Craig Wind Farm,10.0,55.1641,-3.0690,Wind
Craig Wind Farm (Extension),2.5,54.8685,-5.0871,Wind
Craigahulliar Landfill Gas,1.0,55.1965,-6.6106,Waste
Craigannet Farm Wind Turbine,1.5,56.0455,-4.0685,Wind
Craigengelt,20.0,56.0543,-4.0497,Wind
Cranfield Airfield,1.0,52.0672,-0.6120,Solar
Cranford,1.1,52.3759,-0.6338,Waste
Cranham Golf Course Solar Park,2.6,51.5587,0.2827,Solar
Crannaford Solar Farm,12.5,50.7599,-3.4048,Solar
Crapnell Farm Solar Farm,5.4,51.2091,-2.5784,Solar
Creacombe Solar Farm,7.3,50.3332,-3.9763,Solar
Creathorne Farm  - Solar Farm,1.8,50.7956,-4.5451,Solar
Cregganconroe,13.8,54.6226,-6.9791,Wind
Cressing Solar Farm (Phase 1),5.0,51.8408,0.6011,Solar
Creswell Solar Park (resubmission),5.0,53.2558,-1.2074,Solar
Creyke Beck,49.9,53.7983,-0.4210,Storage
Crighshane,28.0,54.6399,-7.7526,Wind
Crimp,2.43,50.9119,-4.4881,Wind
Crockagarran,15.0,54.5502,-7.0168,Wind
Crockagarron Ext,2.5,54.5516,-7.0090,Wind
Crockandun,15.0,54.7395,-6.7719,Wind
Crockbaravally Wind Farm,7.5,54.5530,-7.0477,Wind
Crockbrack,2.0,54.6145,-6.9552,Wind
Crockdun,12.5,54.5689,-7.0494,Wind
Crockers Hele,1.3,50.8423,-4.0951,Solar
Croda Chemicals Europe,3.0,53.6823,-1.0072,Wind
Crook Hill (Revised Application - Calderdale MBC) 1 of 2,13.6,53.6681,-2.1117,Wind
Crook Hill (Revised Application - Rochdale MBC) 2 of 2,23.8,53.6705,-2.1148,Wind
Crookedstone,4.83184,54.6707,-6.1985,Solar
Cross Green ERF,11.6,53.7882,-1.5036,Waste
Cross Roads Plantation,5.0,50.9069,-1.8404,Solar
Crossness,1.50371,51.5080,0.1377,Solar
Crossness Sewage Works,5.7,51.5022,0.1421,Waste
Crossness Sewage Works Turbine,2.5,51.5022,0.1421,Wind
Crossways Solar Park,4.997,50.7000,-2.3243,Solar
Crow Trees Farm,4.8,53.1073,-1.2991,Solar
Crowmarsh Battle Farm (Farm AD),2.3,51.6110,-1.1033,Biomass
Crown Farm,6.0,52.6637,-1.3690,Solar
Croydon / Church Farm (Royston),16.5,52.1285,-0.0797,Solar
Cruach Mhor,29.75,56.0390,-5.1559,Wind
Cruachan,440.0,56.3940,-5.1150,Hydro
Cruachan,440.0,56.4112,-5.1135,Hydro
Crucis Farm,16.057,51.7241,-1.9132,Solar
Crugmore Farm,6.4,52.0918,-4.6206,Solar
Crundale / Fenton Home Farm (extension),5.9,51.8236,-4.9284,Solar
Crystal Rig,63.0,55.8830,-2.5075,Wind
Crystal Rig 2,138.0,55.8995,-2.5293,Wind
Crystal Rig 3,13.8,55.9264,-2.5345,Wind
Crystal Rig Extension II,20.7,55.9129,-2.5455,Wind
Cuaich,2.5,56.9562,-4.2110,Hydro
Cuckoo Grove Farm,7.5,51.8099,-5.0074,Solar
Cuileig Hydro Scheme,3.3,57.7633,-5.0392,Hydro
Culligran,17.0,57.3460,-4.7627,Hydro
Culligran Compensation Set,2.1,57.3460,-4.7627,Hydro
Culmhead Solar Farm (Resubmission),7.5,50.9261,-3.1280,Solar
Culworth,3.63639,52.1095,-1.2047,Solar
Cumbernauld BioPlant  (Waste AD),2.4,55.9704,-3.9575,Biomass
Curraghamulkin (Dooish Wind Farm),30.0,54.5778,-7.5141,Wind
Curryfree Wind Farm,15.0,54.9293,-7.3167,Wind
Cwm Derwyn Farm,5.0,51.4162,-3.3144,Solar
Cwmcaesingrug Farm,10.0,51.6351,-3.1698,Solar
Cwrt Henllys,4.99252,51.6214,-3.0794,Solar
DPD Distribution Centre,1.0,52.5068,-2.0090,Solar
Dagenham,2.3,51.5187,0.1508,Wind
Dalby,9.2,52.8065,-1.0343,Wind
Dalchonzie,4.0,56.3734,-4.0411,Hydro
Dale Farm,4.9,54.6538,-6.7392,Solar
Dalswinton,30.8,55.1841,-3.6506,Wind
Damhead Creek,805.0,51.4249,0.6014,Gas
Damhead Farm,2.5,55.8539,-3.9335,Wind
Danes Farm,3.3,53.3224,-0.6975,Solar
Danes Farm - extension,10.5,53.3224,-0.6975,Solar
Danes Moss Landfill Site,1.6,53.2404,-2.1453,Waste
Danes Moss Landfill Site (Extension),2.0,53.2404,-2.1453,Waste
Darracott Moor,2.6,50.9299,-4.5130,Wind
Dartmoor Bio Power,3.9,50.4514,-4.1128,Biomass
Daventry,1.0,52.2563,-1.1870,Biomass
Dean Group Business Park - Hartlepool,5.1,54.6477,-1.2058,Biomass
Deanie,38.0,57.5167,-4.9333,Hydro
Decoy Farm,5.0,52.6980,-0.1329,Solar
Decoy Farm (Farm AD),1.8,52.6969,-0.1371,Biomass
Decoy Farm House Solar Modules,6.0,50.8291,-0.6920,Solar
Deep Moor Gas to Energy,2.0,50.9722,-4.0994,Waste
Deepdale Farm,8.0,53.0276,-0.3991,Solar
Deephams Sewerage Treatment Works,3.0,51.6265,-0.0415,Biomass
Deeping,16.0,52.7326,-0.2257,Wind
Deerdykes Composting and Organics Recycling Facility (Waste AD),1.0,55.9704,-3.9575,Biomass
Deerplay Landfill Site,2.0,53.7509,-2.2199,Waste
Deeside,515.0,53.2332,-3.0547,Gas
Delabole (Repowering),9.2,50.6378,-4.7053,Wind
Den Brook,18.0,50.7801,-3.8666,Wind
Dengemarsh Road,1.0,50.9351,0.9099,Solar
Denhill,2.3,57.4112,-2.3410,Wind
Denzell Downs Windfarm,10.2615,50.4659,-4.9615,Wind
Derby Sewage Treatment Works,5.0,52.9081,-1.4131,Wind
Derriford Hospital,1.5,50.4167,-4.1137,Biomass
Derriton Fields Solar Farm,11.8,50.8026,-4.3678,Solar
Derrydarroch,1.9,56.8322,-5.0801,Hydro
Dersalloch,69.0,55.3043,-4.4882,Wind
Desford Solar Farm,5.0,52.6400,-1.2586,Solar
Deucheran Hill,15.75,55.6293,-5.5440,Wind
Deuchries,6.9,57.5907,-2.6157,Wind
Dewlay Cheese,2.0,53.8883,-2.7860,Wind
Diageo Biomass Energy Project,5.5,56.1897,-3.0559,Biomass
Didcot B,1470.0,51.6246,-1.2683,Gas
Didcot GT,100.0,51.6246,-1.2683,Gas
Dillington,5.4,50.9440,-2.8930,Solar
Dimmer Anaerobic Digestor (Waste AD),3.0,51.0801,-2.5561,Biomass
Dimmer Landfill Gas Scheme,2.3,51.0761,-2.5538,Waste
Dimmer Landfill Site,1.9,51.0752,-2.5538,Waste
Dinorwig,1800.0,53.1181,-4.1032,Hydro
Dinorwig,1728.0,53.1186,-4.1139,Hydro
Discovery Park,16.0,51.2839,1.3457,Biomass
Distington Landfill,1.8,54.6044,-3.5109,Waste
Docksway Landfill Scheme,2.0,51.5623,-3.0040,Waste
Dogsthorpe South Landfill Site,1.9,52.6015,-0.2222,Waste
Dogsthorpe South Landfill Site 2,1.4,52.6020,-0.2214,Waste
Dolgarrog,32.0,53.1912,-3.8426,Hydro
Dolmans Hill (Redbridge Farm) Solar Arrays,5.0,50.7504,-2.1031,Solar
Donich Water Hydro,1.4,56.1726,-4.8768,Hydro
Dorenell Wind Farm (Previously Site A and B Scaut Hill),177.0,57.3509,-3.1317,Wind
Dorket Head,2.8,53.0215,-1.1144,Waste
Dorking Battery Energy Storage System,6.0,51.2304,-0.3548,Storage
Double Arches Quarry Wind Turbine,1.5,51.9519,-0.6343,Wind
Double H Nurseries Biomass Plant,1.5,50.7508,-1.6781,Biomass
Douglas Water,3.0,56.2149,-5.1533,Hydro
Drakelow Solar Farm,5.0,52.7742,-1.6535,Solar
Drapers Farm Solar Park,6.0,51.8562,0.4983,Solar
Drax,1980.0,53.7356,-0.9911,Coal
Drax GT,75.0,53.7364,-0.9981,Gas
Drayton Manor Farm,25.0,52.2003,-1.7751,Solar
Drone Hill,28.6,55.8979,-2.2619,Wind
Droop Hill Wind Farm x,4.6,56.9229,-2.4007,Wind
Drumderg,36.8,56.6222,-3.2320,Wind
Drumduff,8.5,55.9043,-3.7790,Wind
Drumjohn,2.0,54.9410,-3.9278,Hydro
Drummond Moor Landfill,2.0,55.8822,-3.0774,Waste
Dryholme Farm (Farm AD),1.0,54.8563,-3.3586,Biomass
Dudgeon East,402.0,53.1175,0.6135,Wind
Dudley EfW,7.4,52.4998,-2.0854,Waste
Dummuie,12.3,57.4511,-2.6915,Wind
Dun Law 1,17.16,55.8065,-2.8460,Wind
Dun Law 2,29.75,55.7868,-2.8423,Wind
Dunbar,2.2,55.9725,-2.4566,Waste
Dunbar Power Plant,14.0,55.9747,-2.4604,Waste
Dundee,4.0,56.4836,-2.8938,Wind
Dungavel,26.0,55.6086,-4.0977,Wind
Dungeness B,1050.0,50.9133,0.9640,Nuclear
Dunkeswell Airfield,2.0,50.8645,-3.2270,Solar
Dunlop Landfill Gas Scheme,2.4,55.7319,-4.4763,Waste
Dunmaglass,94.1,57.2515,-4.2558,Wind
Dunmore,21.0,55.0687,-6.8890,Wind
Dunore,5.0,54.6810,-6.2310,Solar
Dunsfold,2.00056,51.1193,-0.5448,Solar
Dunsland Cross Wind Farm,7.5,50.8079,-4.2597,Wind
Dura Park Bynea Industrial Site,1.4,51.6676,-4.0897,Solar
Durrants Farm Solar,4.5,50.7099,-1.3664,Solar
Dyffryn Brodyn,5.4,51.9112,-4.5907,Wind
EFDA JJET Fusion Flywheel,400.0,51.6579,-1.2287,Storage
EPSRC Willenhall,2.0,52.5850,-2.0576,Storage
Eaglescliffe Solar Farm,5.0,54.5409,-1.3552,Solar
Eakring Solar Farm,11.9,53.1547,-1.0140,Solar
Earls Hall Farm,10.25,51.8092,1.1109,Wind
Earlsburn,37.5,56.0708,-4.0955,Wind
Earlseat,16.0,56.1737,-3.0813,Wind
Earlstoun,14.0,54.9410,-3.9278,Hydro
Eas a Ghaill,1.5,56.4044,-4.9250,Hydro
Easingwold,5.0,54.1482,-1.2324,Solar
East Appleton,4.98,54.3569,-1.6374,Solar
East Culkae,3.9,54.7900,-4.4450,Solar
East Dagenham Docks AD (AD),1.4,51.5212,0.1375,Biomass
East Fairlee,6.979,50.7106,-1.1375,Solar
East Farm,6.84288,51.1783,-2.0196,Solar
East Langford Farm,5.0,50.8701,-4.4271,Solar
East Lenham Solar Farm,6.6,51.2274,0.7119,Solar
East Midlands Airport,1.0,52.8262,-1.3427,Wind
East Midlands Distribution Centre,6.1,52.8505,-1.3576,Solar
East Youlstone,4.0,50.9173,-4.4465,Wind
Eastacombe,3.577,50.7730,-4.3353,Solar
Eastcroft EfW (Lines 1 & 2),9.0,52.9461,-1.1353,Waste
Easter Melrose Wind Energy Project,1.5,57.6606,-2.4175,Wind
Easter Tolmauds,1.6,57.1570,-2.6219,Wind
Easter Tulloch Wind Farm (Tullo Extension),25.0,56.8364,-2.3957,Wind
Ebbsfleet Farm Solar Farm,4.9,51.3157,1.3458,Solar
Ebbsfleet Solar Farm,5.0,51.3105,1.3389,Solar
Ebnal Lodge (resubmission),5.0,52.9001,-3.0152,Solar
Eccleshall Biomass,2.6,52.8746,-2.2467,Biomass
Eckland Lodge Farm,2.9,52.4584,-0.8430,Solar
Eco Composting,3.2,50.7860,-1.8569,Biomass
Ecotech,1.5,52.6567,0.6833,Wind
Ederline Hydro,1.9,56.1778,-5.3402,Hydro
Edinbane,41.0,57.4691,-6.4322,Wind
Edintore Wind Farm,18.0,57.5057,-2.9625,Wind
Edmonton,60.0,51.6163,-0.0404,Waste
Edwin Richards Landfill Scheme,1.8,52.4899,-2.0603,Waste
Efford Landfill (Newmilton),2.8,50.7577,-1.6682,Waste
Eggborough,1960.0,53.7116,-1.1269,Coal
Eggington,5.0,51.9245,-0.6115,Solar
Eglish Mountain,13.8,54.8838,-7.2136,Wind
Egmanton Solar Farm - resubmission,14.2,53.2113,-0.8798,Solar
Elan Valley Hydro Scheme,2.9,52.2946,-3.6144,Hydro
Elean,38.0,52.3979,0.1297,Biomass
Elginny Hill Resubmission,22.0,54.9326,-6.1929,Wind
Ellicombe Farm,1.4,50.8309,-3.7844,Solar
Elliot's Hill,5.0,54.7389,-6.1190,Wind
Ellough Solar Farm,14.88322,52.4340,1.6055,Solar
Ellough Solar Farm Phase Two,4.99,52.4388,1.6059,Solar
Elms Farm,29.0,51.6051,-1.4003,Solar
Elstow Landfill Site,1.8,52.1033,-0.4713,Waste
Elton solar farm,5.0,52.9481,-0.8477,Solar
Elwick,13.0,54.7005,-1.2898,Solar
Enderby Warren Phase II,4.9,52.5970,-1.2101,Waste
Energen biogas cumbernauld,2.4,55.9697,-3.9580,Biomass
Energy Works (Hull),25.0,53.7585,-0.3304,Biomass
Energy Works Hull - AD (Waste AD),3.0,53.7585,-0.3304,Biomass
Energy Works Hull - Wind Turbine,3.0,53.7585,-0.3304,Wind
Enfield,408.0,51.6625,-0.0225,Gas
Enfield Farm,2.0,50.7077,-3.4406,Biomass
EnviRecover,15.5,52.3264,-2.2131,Waste
Epwell,8.988,52.0665,-1.4658,Solar
Ermine Street Farm solar park,32.5,53.0152,-0.5214,Solar
Ernesettle Solar Farm,4.1,50.4118,-4.1823,Solar
Errol Estate,13.0,56.3677,-3.2771,Solar
Eshmore,6.9,54.5506,-6.9430,Wind
Esholt WWTW,3.0,53.8460,-1.7114,Waste
European Marine Energy Centre (EMEC),1.0,58.7329,-3.3248,Wave and Tidal
European Offshore Wind Deployment Centre (EOWDC) (Aberdeen Bay - Demonstration site),93.2,57.1462,-2.0728,Wind
Eveley,49.328,51.1076,-1.5302,Solar
Evermore Renewable Energy (CHP) / Lisahally Power Station,15.0,55.0346,-7.2512,Biomass
Ewe Hill I,13.8,55.1071,-3.3339,Wind
Ewe Hill II,20.7,55.1071,-3.3339,Wind
Exeter EfW,3.5,50.7035,-3.5222,Waste
Exning,30.276,52.2502,0.3486,Solar
Eye Suffolk,14.3,52.3334,1.1278,Biomass
Eynsham Solar Farm,13.2,51.7940,-1.4264,Solar
F M C Land  Pitreavie Business Park,1.5,56.0540,-3.4443,Wind
FMC Technologies,1.5,56.0564,-3.4466,Wind
FPV00411EN Bracknell Forest,4.7,51.4550,-0.6950,Solar
Fairburn,40.0,57.5329,-4.6315,Wind
Fairfield,6.5,54.5788,-3.5204,Wind
Fairoak Landfill,1.5,50.9632,-1.2823,Waste
Fairwinds,12.19689,51.5641,0.3896,Solar
Fall of Warness Tidal Demonstrator (EMEC),2.0,59.1399,-2.8057,Wave and Tidal
Fallago Rig,144.0,55.8313,-2.6880,Wind
Fambridge Road/Canewdon Road,5.0,51.6202,0.6974,Solar
Fanny House,4.942,54.0521,-2.8783,Solar
Fanny House Farm/Heysham Moss,1.5,54.0379,-2.8719,Wind
Far Marsh Farm (Resubmission),7.5,53.6775,-0.1141,Wind
Far Old Park Farm Wind Farm,4.6,54.1839,-3.1814,Wind
Farington Waste Recovery Park (Waste AD),1.9,53.7030,-2.7373,Biomass
Farnham Landfill,2.4,51.1956,-0.8279,Waste
Farr,92.0,57.3339,-4.1030,Wind
Fasnakyle Compensation Set,7.5,57.3272,-4.7946,Hydro
Fawley Waste to Energy Plant,8.6,50.8485,-1.3796,Waste
Felinfach,3.2,52.1972,-4.1689,Biomass
Fell View,4.258,53.7918,-2.6203,Solar
Fell View Farm (Phase 2),2.9,53.7915,-2.6236,Solar
Fellside CHP,180.0,54.4184,-3.4883,Cogeneration
Fen Farm,16.0,53.4233,0.0690,Wind
Fen Farm Solar Park,1.0,53.4233,0.0690,Solar
Fen Road Solar Farm,1.441,52.9658,-0.0717,Solar
Fenland Farm,18.4,52.3120,0.2220,Solar
Fenmarc Fenland AD Plant (Waste AD),1.5,52.5680,0.0621,Biomass
Fenton Home Farm,31.3,51.8195,-4.9189,Solar
Fernbrook AD Plant (Waste AD),1.5,52.4119,-0.7662,Biomass
Ferneylea Farm,1.5,55.9148,-2.4178,Wind
Ferrybridge Multi-fuel,79.0,53.7164,-1.2819,Biomass
Fferm Bryn Bachau,4.4,52.9075,-4.3340,Solar
Ffestiniog,360.0,52.9807,-3.9686,Hydro
Fforch Nest Wind Farm pt1,10.0,51.6110,-3.4947,Wind
Fforch Nest Wind Farm pt2,17.5,51.6065,-3.4960,Wind
Ffos Las,4.9968,51.7250,-4.2386,Solar
Ffynnon Oer,32.0,51.6830,-3.6287,Wind
Fibrepower  Slough,50.0,51.5244,-0.6277,Waste
Field House Solar / Hursley Road,7.0,51.0087,-1.3915,Solar
Fields Farm (Agden),4.997475,52.9957,-2.7248,Solar
Fieldscale,10.6,50.6772,-1.2454,Solar
Finlarig,16.5,56.2441,-4.2164,Hydro
Fiskerton Solar Farm,13.04248,53.2439,-0.4287,Solar
Five Oaks,8.7,51.0595,-0.4460,Oil
Five Oaks,4.8,51.0550,-0.4410,Solar
Fleetwood Water Treatment Works,1.3,53.9091,-3.0187,Solar
Flimby,6.15,54.6871,-3.5140,Wind
Flint Landfill Site Castle Park,2.0,53.2560,-3.1392,Solar
Flixborough Industrial Estate,5.0,53.6201,-0.6947,Solar
Flotta,1.8,58.8412,-3.0973,Wind
Folly Farm,13.1,51.8395,-0.7395,Solar
Folly Lane,1.0,52.7227,0.9224,Waste
Ford Farm (Ashurst),10.0,50.9428,-0.3223,Solar
Ford Farm Solar Farm,5.0,50.4796,-4.3783,Solar
Ford Motor Company Ltd (Extension),2.0,51.5287,0.1504,Wind
Forest Farm,3.0,50.9429,-1.2027,Solar
